Logo,Title,Location,Company,Description,ApplyLink,Job_type
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Customer Service Representative,"Temecula, CA",FASTSIGNS International,Do your friends and co-workers refer to you as a people person? Have friends or people told you or suggested you go into sales? Do you enjoy working with people? Do you enjoy helping people solve ...,https://jobs.nexstarnetwork.com/listings?jobID=1303,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Seasonal Stock Teammate,"San Marcos, CA","Under Armour, Inc.",Under Armour Retail is seeking a brand passionate Sales Associate. The Sales Associate is responsible for individual sales performance. By maintaining a working knowledge of all Under Armour products ...,https://www.ziprecruiter.com/jobs/talentzok-be614d66/sales-support-specialist-12199-90e03c07?lvk=iVNzRFkGm6SIV3ZJZre30w.--LoDjBAxzo,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Customer Service Representatives $14.00 Hour,"San Diego, CA",Manpower,"Job Title : Customer Service Representatives Location : Temecula, CA Pay Rate: $14.00 per hour Schedule : Monday to Friday, First Shift, flexible start time! Job Duties: * Takes inbound calls and ...",https://www.ziprecruiter.com/jobs/talentry-llc-263c06cf/client-support-manager-2dcafc87?lvk=O8Y71jv_GD_CNjKBBMsR_g.--Lo51ZVvxF,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Occupational Therapist (OT),"Oceanside, CA",The Stepping Stones Group,"Occupational Therapist Positions Available Now - San Marcos, CA The Stepping Stones Group is currently interviewing Occupational Therapists like YOU for the 2020-2021 School Year! Join us in our ...",https://click.appcast.io/track/5qyua0m?cs=hza&exch=7t&jg=2y85&bid=sRS14RAdoqfHPm8NGdVcjA==&cid=b132636d-1732-4ca5-adca-06f19cb6659c,Part-Time
https://www.ziprecruiter.com/svc/fotomat/public-ziprecruiter/uploads/16ad3eee.jpeg=s64x64,Healthcare Customer Service Representative,"San Marcos, CA",CSL Staffing,"CSL Staffing has an AMAZING learning opportunity for a caring professional that wants to further develop their skills and knowledge in healthcare, while making a difference in patients' lives. This ...",https://www.ziprecruiter.com/jobs/ultimate-staffing-c834178c/customer-service-representative-escalations-specialist-c2358985?lvk=ANhEykAdvFnIuZjE5elo6g.--Lo0NE4TJR,Full-Time
https://www.ziprecruiter.com/svc/fotomat/public-ziprecruiter/uploads/bcf61f67.jpeg=s64x64,CDL with Tanker endorsement,"Carlsbad, CA",NextGen Global Resources,There are 6 laborers and 6 Laborers w/ CDL Tanker endorsement spots available The yard is in Oceanside- the job site is in Encinitas SUMMARY OF POSITION: Ability to perform routine manual and semi ...,https://click.appcast.io/track/63t9ava?cs=cuz&jg=34bu&bid=Vj1RoCSpN2lX4uCyPxSDCQ==&cid=329d6038-b6ae-4c39-8fba-f291431384d0,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Client Care Specialist - Emergency,"Carlsbad, CA",Ethos Veterinary Health,Veterinary Specialty Hospital (VSH) is looking for a swing shift Client Care Specialist for our San Marcos location. About Veterinary Specialty Hospital: At VSH our mission is to advance the ...,https://www.ziprecruiter.com/ojob/7f8d2099b4f2dad8a827be69af1d2d6e?lvk=Ko8P73wP5SfmHMoro0owPA.--LnnlFUv2-,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Part Time Office Assistant,"Escondido, CA",Ultimate Staffing Services,The part-time Office Administrator will assist the Shipping and Order Processing departments. Skill Set: · Detail oriented and positive outlook as a Customer Service Rep · Able to work in a fast ...,https://click.appcast.io/track/5ych5xt?cs=hrk&jg=344v&bid=l5BwiB3NxDOxaGea2h5FoA==&cid=62812801-0ad8-43b9-805c-8f921ac4108d,Part-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,"Sr. Program Manager, Genetic Sciences Division","Fallbrook, CA",Thermo Fisher Scientific,"Thermo Fisher Scientific Inc. is the world leader in serving science, with annual revenue exceeding $25 billion. Our Mission is to enable our customers to make the world healthier, cleaner and safer",https://www.ziprecruiter.com/jobs/lear-solutions-inc-c22629b5/fun-energetic-people-wanted-customer-service-immediate-hire-2bf148e4?lvk=FXgkd98LAvNEpA-IWrq6gw.--Lo8gRDG8B,Full-Time
https://www.ziprecruiter.com/svc/fotomat/public-ziprecruiter/uploads/1ee6381d.png=s64x64,Sales Executive - Remote/In Person,"Carlsbad, CA",Best Version Media,"Join One of the Fastest Growing Privately Held Media Companies in North America. We Are Recognized Year After Year for our Outstanding Growth, Positive Culture and Opportunity. About Us: Best Version ...",https://click.appcast.io/track/5sa9pa6?cs=2h&jg=2y7v&bid=99oIzNreLyG-EwolpmPmGA==&cid=54732f1e-3a92-45c7-91fe-0218f30e6117,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Truck Driver CDL A Needed!,"San Marcos, CA",YRC Freight,"CDL A Truck Drivers Needed! We offer 100% paid health care insurance, great home time and more! Call 866-214-5950 to speak with a recruiter! Join the YRC Freight family! Drive with us and help us ...",https://simpleapply-asm.icims.com/jobs/297365/job?mode=apply&iis=Job+Board&iisn=ZipRecruiter,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,"Program Manager, Data Science","Oceanside, CA",Thermo Fisher Scientific,"Program Manager, Data Science When you're part of the team at Thermo Fisher Scientific, you'll do important work, like helping customers in finding cures for cancer, protecting the environment or ...",https://www.ziprecruiter.com/jobs/talentzok-be614d66/admin-support-coordinator-12246-995b9c43?lvk=erwQ0_aypH9RxI9fERax8Q.--LnlT-eFy-,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,"Truck Driver - Earn up to 48 CPM + $1,000 Sign-On Bonus","San Diego, CA",JBS Carriers - Greeley Regional,"CDL-A Truck Driver Opportunities With JBS Carriers! Greeley Regional Fleet: Haul Loads Out of Our Corporate Terminal in Greeley, CO! JBS is running at full capacity to keep the nation supplied with ...",https://www.jobsintrucks.com/cgi-local/driversearch.cgi?action=ViewJobDetails&TypeOfUser=browse&JobIndNum=14668843&Source=ziprecruiter-ao-cpc,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Customer Service Coordinator,"Vista, CA",Dexter Axle,"Dexter, the premier supplier and manufacturer of axles, doors, venting products an related components in the utility trailer, boat trailer, recreational vehicle, heavy duty and manufactured housing ...",https://www.ziprecruiter.com/jobs/advanced-resources-fdffa426/corporate-customer-service-opportunity-medical-devices-00de7910?lvk=Lz8k_mW0WxTc44VO4bQrdQ.--LnuIJzzFF,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Class A CDL Driver,"Vista, CA",Pacific Freight Inc.,"Pacific Freight Inc. is urgently hiring drivers! Job Type: Full Time Pay: $1,200 - $1,400 a week (W2 position paid weekly) Qualifications: - Minimum of 1 year experience (in the last 3 years) as a CD ...",https://click.appcast.io/track/63tsvx3?cs=cuz&jg=3107&bid=5-jlzMJVMiFgn2rIe1BmJw==&cid=97522c77-7056-476a-8e31-762be4741f91,Full-Time
https://www.ziprecruiter.com/svc/fotomat/public-ziprecruiter/uploads/cfa6f810.jpeg=s64x64,Shipping Associate,"Solana Beach, CA",TargetCW,"Shipping Associate San Diego, 92126 Full Time Mon- Fri $14/hr + Benefits 6:30am-3:00pm ARE YOU LOOKING FOR IMMEDIATE WORK THAT REQUIRES LITTLE EXPERIENCE? IF YOU HAVE 2+ YEARS OF WAREHOUSE/SHIPPING ...",https://click.appcast.io/track/5vnqs5x?cs=2h&jg=33vq&bid=Ymgocxdk3VZBoJOat4BP2A==&cid=3f25b334-a8d5-43ae-9498-1f80ce282275,Full-Time
https://www.ziprecruiter.com/svc/fotomat/public-ziprecruiter/uploads/88e567ee.jpeg=s64x64,Packing Associate Part Time,"Carlsbad, CA",Staffmark,Our client in Vista is looking for great people who can start right away! Packing associates are responsible for the production and/or packaging of a variety of manufactured products. We currently ...,https://www.ziprecruiter.com/jobs/newfield-careers-13e2c5a8/account-manager-landscape-maintenance-7399a200?lvk=mS_Pb9BiOPhV_G0xbuV3AQ.--LoDgRrug7,Temporary
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Customer Service Representative,"San Marcos, CA",EasyPay Finance,EasyPay Finance is a fast-growing financial services technology firm established in 2001. We assist merchants in the automotive services and various retail sectors in meeting the financing needs of ...,https://click.appcast.io/track/63tu1o6?cs=cuz&jg=2k1d&bid=mZMtccklLBaSWFOs8aMwew==&cid=cbaa5ea0-36ec-45f7-9591-ed7a232f84c2,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,70120-Merchandise Associate,"Vista, CA",HomeGoods,"Responsible for delivering a highly satisfied customer experience demonstrated by engaging and interacting with all customers, embodying customer experience principals and philosophy, and maintaining ...",https://www.ziprecruiter.com/jobs/medical-professionals-6ff3b6d9/call-center-appointment-scheduler-d4112667?lvk=evgsAsifG85Yhpqy2yzsag.--LnvFowJH7,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Veterinary Customer Service Representative,"Carlsbad, CA",Antech Diagnotics,Overview The Triage Customer Service Representative is the first point of contact for a customer seeking support assistance. This individual is highly customer focused and an excellent communicator,https://www.ziprecruiter.com/ojob/a8493317aaae357288a0011a241b84a3?lvk=E-SpgZKuG3fUpe3I86MNzw.--LoC8OvK3Z,Full-Time
https://www.ziprecruiter.com/svc/fotomat/public-ziprecruiter/uploads/124f30be.jpg=s64x64,Pumper Service Driver- Commercial,"Valley Center, CA",DIAMOND ENVIRONMENTAL SERVICES LP,"**Diamond Environmental Services is an Essential Sanitation service to critical infrastructure work for construction, energy, waste, and healthcare industries and government sites. We are open and ...",https://www.ziprecruiter.com/ojob/b59ed8c46984e11399fc3cdf3476f339?lvk=8DNDmltBl1HdFW2-DWlgyw.--LnUrLSEVo,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Customer Service Representative,"Carlsbad, CA",Masco Corporation,"We are hiring a Customer Service Representative to join our Customer Care team! DISCOVER Are you passionate about providing world-class customer service? As Customer Service Representative, you will ...",https://www.ziprecruiter.com/jobs/toolshed-equipment-rental-f9a982be/customer-service-representative-446cb1d5?lvk=jHuOSgt56w1867m4VuE5GA.--LmkWy5R4g,Part-Time
https://www.ziprecruiter.com/svc/fotomat/public-ziprecruiter/uploads/8551bc00.jpeg=s64x64,Work from Home - Entry Level - Sales Rep,"San Marcos, CA",Vector Marketing,Vector Marketing is currently holding virtual interviews for entry level sales rep positions. Our representatives have an opportunity to work from home selling Cutco products through one on one ...,https://www.ziprecruiter.com/ojob/fe5a68ec8ff05b6a9711cc2ebba7b654?lvk=x-uQpSzEaDqD40Q255ifIw.--LnKeBkfoc,
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Seasonal Local CDL B Delivery Truck Drivers - Home Daily,"Oceanside, CA",Ferrellgas,"Now Hiring Local CDL B Delivery Drivers! Seasonal & Home Daily Benefits: * Medical, Dental, Vision, and Prescription Insurance Plans * 401(k) plan with generous company match * Paid time off ...",https://www.ziprecruiter.com/jobs/consumer-goods-company-66fee5d4/customer-service-representative-e602a7c9?lvk=kSm9_bOq3nhjcNpBAaDQog.--LmhH9gttg,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,BDC Sales Rep/Call Center,"Carlsbad, CA",Toyota Carlsbad,We are a successful automotive group looking for career-oriented professionals who enjoy working with and helping customers find their next vehicle. The position involves connecting with customers ...,https://www.ziprecruiter.com/jobs/aflac-39e92651/insurance-sales-agent-7a339609?lvk=hEqVHxXDT0uFKii7vzCu1g.--Lnb6ogf8s,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,CDL A Truck Driver - Generous Home Time,"San Diego, CA",Wilson Logistics,"Wilson provides drivers better pay, better home-time, and better benefits. At Wilson, it's just better.JOIN THE FAMILYHiring Company DriversWestern Regional Position Details: Solo $0.46 CPM / Teams ...",https://www.ziprecruiter.com/jobs/solar-brokers-25f195d1/sales-representative-9011d0d4?lvk=_YGdYm79GbZm_UpFrp-2Sw.--Lo7kl4Its,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,PBX/ANSWERING SERVICE OPERATOR,"Temecula, CA",Tri City Healthcare District,"US-CA-Oceanside Position Summary: Operates a multiple-position switchboard, including handling incoming, outgoing and intra-service calls. Communicates information in a clear and concise manner",https://www.ziprecruiter.com/jobs/high-quality-water-7c5c9392/customer-service-representative-81d5ac3a?lvk=PXVc_9KSZvF4fAACn_VTaQ.--LnTH4w7aB,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Outside Technical Sales Representative,"Oceanside, CA",Sanitary Fluid Products,"* SFP has an exceptional reputation in the industries we serve. * We offer an extensive portfolio of sanitary equipment, systems and services to provide start-to-finish support for your next project",https://click.appcast.io/track/61fn98a?cs=2h&jg=33vq&bid=Ymgocxdk3VZBoJOat4BP2A==&cid=21af83e8-3695-44cb-a79d-c766bcb0a74b,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Customer Service Representative,"Oceanside, CA",Global SaaS Provider,"CUSTOMER SERVICE REPRESENTATIVE We are looking for a hands on, high-energy, Customer Service team member, who has experience in customer service, and is interested in gaining technical knowledge. You ...",https://www.ziprecruiter.com/jobs/pridestaff-3ffeac87/customer-care-agent-retention-9a3cbe68?lvk=_BE2onghclahLLg4ftzrGw.--LmyeNS9V3,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,"Truck Driver - Flexible Home Time - Average $73,000/Year","San Diego, CA",Gardner Trucking - Southern California,"Hiring Company Drivers Home Daily - Average $73,000 Yearly - $5,000 Sign-On Bonus Until Nov. 27th Since its roots more than 30 years ago, Gardner Trucking, Inc. has grown through the Lanting family ...",https://www.ziprecruiter.com/jobs/brax-company-inc-149f7900/service-manager-3e4aec80?lvk=kl8FrBmIDufcZgg_D4DyjQ.--Lnpei6iSw,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,"Proj Coord, Ord Fulfillmt","Carlsbad, CA",PIRCH,"Job Summary/Objective At PIRCH we are empowered, knowledgeable and caring. As Project Coordinator, you are an integral part of the customer journey and will guide customers through the purchase-to ...",https://www.ziprecruiter.com/jobs/fluid-components-international-1b3955bb/order-entry-customer-service-representative-45913771?lvk=Ql5Iwt-Pw4eblegCIJcheQ.--LoCc4iltk,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,"Coord, Service & Warranty","Carlsbad, CA",PIRCH,"PIRCH is a luxury retailer of appliance, plumbing and outdoor products with a passion for creating a revolutionary retail experience for our customer and team members. If you've visited our award ...",https://www.ziprecruiter.com/jobs/hireground-personnel-services-c650322e/office-shipping-clerk-a1330afc?lvk=VQ-uJZvcTtjX2dy3JJI2bg.--Lnq9OsROc,Full-Time
https://www.ziprecruiter.com/svc/fotomat/public-ziprecruiter/uploads/58d7e068.jpeg=s64x64,Call Center Customer Support Specialist,"Poway, CA",Sedona Staffing Moline,Call Center Support Representative - Potential Temp to Hire - Multiple positions available. Location: Near Rancho Bernardo - Off of Hwy 15 Hours: Monday - Friday 1st Shift Duration: Long Term Hourly ...,https://www.ziprecruiter.com/jobs/wilber-rendon-district-office-3ddfb2e3/customer-service-and-sales-representative-98d81393?lvk=UB5-RpSJ4_IWL4hqH8CiuQ.--LnrUDv82V,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Operations Services Specialist,"San Marcos, CA",Pacific Western Bank,"Overview As an Operations Services Specialist, you will be a team-oriented individual responsible for performing a variety of deadline based intermediate-level tasks in an office environment while ...",https://click.appcast.io/track/63q4nf2?cs=hrk&jg=2yvo&bid=zCD0ruEca7I50FzR_CMSJw==&cid=54bf5b63-1a36-45d3-84f1-ddb9af0fb0ec,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Owner Operator & Lease Purchase Truck Drivers,"Encinitas, California",A&A Express,Increase Cash Flow! New Owner Operator Business Program - A;A Express wants to get you started on the right foot. Call a recruiter for details! A;A Express Offers Owner Operators: * Our Owner ...,https://click.appcast.io/track/5e9ojvn?cs=5z9&jg=1uxy&bid=4uL3Mqbnb3wOHQb9DD7Rng==&cid=beaca9bc-04db-4880-92cc-e6c120bac6a7,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Assistant Store Manager - Store 318-S,"Carlsbad, CA",99 Cents Only Stores,"The Assistant Store Manager (ASM) - is responsible for driving the store's merchandising and operations strategy through cleanliness, presentation, display, product selection, inventory control, and ...",https://www.ziprecruiter.com/jobs/healthmarkets-insurance-agency-48c6373f/insurance-agent-virtual-leads-and-training-provided-d9668c3b?lvk=cmPB2kfp_u-PjZm3ksf7_g.--Lmhm0C84Z,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Customer Service Rep,"Oceanside, CA",Robert Half,"DescriptionCustomer Service Representative Openings!OfficeTeam has an excellent career opportunity for an articulate, highly-skilled Customer Service Representative in a growing industry. Do you love ...",https://www.ziprecruiter.com/ojob/bed2f935fd499b1242c47925379bc64d?lvk=eotSDsS-KcE4M5IJVnZyFQ.--LmrNe5orB,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Experienced Inside Sales Associate,"Encinitas, CA",AutoNation - BMW of Encinitas,"BMW of Encinitas Position Overview The e-Commerce Sales Associate interacts with hundreds of customers - online, over the phone and in person - to help guide their vehicle purchase in our no-haggle ...",https://www.ziprecruiter.com/jobs/shebird-ae97cc2e/customer-success-representative-73b81163?lvk=T6fikBIfkr4lW4jeoN4fzg.--LmiXR7gks,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Associate Client Relationship Manager,"Carlsbad, CA",IQVIA,"This role focuses on achieving staffing objectives by sourcing, recruiting and interviewing job candidates; select top talent to present to clients; assist in new hire orientation and manages ...",https://www.ziprecruiter.com/jobs/new-york-life-insurance-company-a378a0a6/bilingual-sales-professional-264ab239?lvk=svYQ4dspK63kXPPmy8wuNQ.--LmppyNgI3,Full-Time
https://www.ziprecruiter.com/svc/fotomat/public-ziprecruiter/uploads/54eedd9e.jpeg=s64x64,Service Coordinator,"San Marcos, CA",Lincoln Military Housing,Lincoln Military Housing - A company for Growth and Opportunity! Lincoln Military Housing was formed in 2001 through a Department of Defense (DoD) contract with parent company Lincoln Property ...,https://neuvoo.com/job.php?id=0bac74d6d435&oapply=org_v2020-11&source=ziprecruiter_bulk&utm_source=partner&utm_medium=ziprecruiter_bulk&puid=gddg3aeegadf3aedfdd93dec3aec3deabaacdd9c4dadfdabaea33def3dea9ed3cbdbfbdd7cdcded3bddfbddagd,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,CUSTOMER SERVICE REP (805 BIRMINGHAM DR),"Encinitas, CA",Chevron Stations Inc.,": Are you interested in cashier, retail, or gas station attendant opportunities with great benefits? Then apply today as a Customer Service Representative-Cashier for Chevron Stations Inc.! Join us ...",https://www.ziprecruiter.com/ojob/6337ea9a98bda72204835ee5a5f7cdd6?lvk=8P02lNff2xX8XztBQZpZPQ.--LnnzxuCFk,Contractor
https://www.ziprecruiter.com/svc/fotomat/public-ziprecruiter/uploads/4f15b3dc.jpeg=s64x64,Shipping Associate,"Carlsbad, CA",ATR International,"**Local candidates only please** Pay = $15+/hr. **HS Diploma/GED required for this position We are seeking a Shipper for a very important client. Employee would be part of the Replenishment Team, which ...",https://dsp.prng.co/h_YwuCb?clickid=a9a547be-e19d-47d8-bc4a-20095f44d5d0,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,CMV/Warehouse,"Oceanside, CA",Service Partners,"We are looking for individuals who are eager to develop and apply their skills in ways that make a positive impact to communities. Here, you'll be proud to be a part of a company known for putting ...",https://www.ziprecruiter.com/jobs/manpower-4f7a10a1/customer-service-representatives-14-00-hour-f816abb5?lvk=rDbGPEFJTqpLwtUvSPIQaA.--LnNun2ENF,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Retail Merchandiser,"Carlsbad, CA",TNG Retail Services,TNG Retail Services is Now Hiring! Are you looking for consistent work with weekends free? Join us as a Overnight Reset Merchandiser. This position fits well for those who enjoy a nightly challenge ...,https://www.ziprecruiter.com/jobs/the-stepping-stones-group-0bacf6c9/occupational-therapist-ot-dfa5bf4b?lvk=STqcvl7H5iHzTQU56Sq9jA.--LnyHM9ZVw,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Customer Service Representative - Tier 1,"Oceanside, CA",Aerotek,Position: Customer Service Representative - Tier 1 Pay: $16-$17.50 depending on experience Job Description: + Answer phone calls and emails to fulfill customer and distributor inquiries while ...,https://www.ziprecruiter.com/jobs/csl-staffing-f040cd79/healthcare-customer-service-representative-93b953ba?lvk=e7pmE8hGChqfux5EeA7Eng.--Lo-j0P2ew,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,CDL Driver Class A,"San Marcos, CA",Oak Hills Logistics Inc.,Urgently Hiring! We Offer: * Major Holidays Paid * 1 week Vacation after 1 year * 2 week vacation after 3 years * Health Benefits after 60 days * Referral Bonus * 401 (K) Offered! Our Requirements ...,https://www.ziprecruiter.com/jobs/nextgen-global-resources-1a2065b0/cdl-with-tanker-endorsement-752349b8?lvk=wIneWCL2_atroWyqOwtlhw.--Lo69V1qJ3,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Customer Technical Support Specialist l,"Carlsbad, California",GenMark Diagnostics,"HEROES WORK HERE! DO YOU WANT TO JOIN A COMPANY WHERE YOU CAN BE A HERO TOO? We deliver innovative, diagnostic solutions that improve the lives of patients and their families and are proud to be one ...",https://www.ziprecruiter.com/jobs/ethos-veterinary-health-8ea2269b/client-care-specialist-emergency-274ca9e2?lvk=iJ7RfszD-WeMWk4-br5vzQ.--LnxI70AA3,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Receptionist / Administrative Support,"Vista, CA",Classic Showcase Inc,"We have an immediate opening for a Receptionist / Administrative Support . The position can be full-time or part-time. Duties include, but are not limited to: · Answering phones (4 lines) · Typing ...",https://www.ziprecruiter.com/jobs/ultimate-staffing-services-1100fce8/part-time-office-assistant-1d20957d?lvk=URx-4Je9KK3QQWhc5XAIfw.--Lnw4CWkyV,
https://www.ziprecruiter.com/svc/fotomat/public-ziprecruiter/uploads/c9b3801b.jpeg=s64x64,Typist Clerk III (Full Time),"Carlsbad, CA",San Marcos Unified School District,"This position is a 8 hours per day, 5 days per week (M-F), 12 Months a year. The current opening is at the District Office in Student Services. JOB TITLE: Typist Clerk III Job Purpose Statement/s",https://click.appcast.io/track/5mez9n9?cs=1w&jg=33iw&bid=_KvY79XKyBToX4lkJAy5iw==&cid=d16d060d-ab03-47a1-8561-e9604b468e9e,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Customer Support,"Oceanside, CA",Planning Center,At Planning Center we build powerful web and mobile applications for churches. Each of our eight products has a dedicated team of designers and developers committed to refining and expanding that ...,https://www.ziprecruiter.com/jobs/best-version-media-0de0d7d1/sales-executive-remote-in-person-4e0b9dc6?lvk=LNRnBLeXh8vrH9X4s7LT1Q.--Lo-cUIRgZ,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Hiring CDL A Owner Operator- CDL-A Required (Vista),"Carlsbad, CA",GetTruckerJobs.com,"Hiring in Your Area! We will match your application to companies hiring Owner Operators in your area, with your experience and qualifications. Our site offers a multi-carrier application, connecting ...",https://click.appcast.io/track/kgku3i?cs=2h&jg=p8x&bid=uCx3gO057cUfZGeF0aWr2A==&cid=183f7014-6747-4ffa-869b-d74968f96fcd,Part-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Relationship Associate Senior,"San Marcos, CA",City National Bank,"WHAT IS THE OPPORTUNITY? Their primary responsibility is to work directly with clients on a daily basis in handling all areas of client service, operational tasks, and sales consultation. Expert in ...",https://click.appcast.io/track/5wpubd1?cs=1w&jg=33iw&bid=_KvY79XKyBToX4lkJAy5iw==&cid=7afe1a24-77bc-48b1-b49f-d17a0bc3bdf4,Full-Time
https://www.ziprecruiter.com/svc/fotomat/public-ziprecruiter/uploads/118fe65d.jpeg=s64x64,Driver Class C CDL,"La Jolla, CA",Hobie Cat Company,Job Description We are looking for a Flatbed truck driver to support our factory. Drivers of flatbeds must have experience combined with physical strength to succeed at this role. All flatbed truck ...,https://click.appcast.io/track/63tt046?cs=cuz&jg=2iii&bid=yG21_Qzxq2fpdvTlw_qDzw==&cid=a4282a53-d7d9-4ba0-a2ae-d9886e994fc3,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Client Coordinator,"Carlsbad, CA",Maxim Healthcare,"The Client Coordinator works with clients, patients and active caregivers to identify open shifts, availability, and coordinate schedules. The Client Coordinator understands the needs, requirements ...",https://www.ziprecruiter.com/ojob/aefda232e92cd05aeaaeeed5f6b383cc?lvk=CqLHh-x3Nitv3TtkiHuNYw.--Lo4juAVRo,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Client Service Coordinator - H,"Vista, CA",Aveanna Healthcare,"Position Overview The Client Services Coordinator (CSC) is primarily responsible for recruitment, hiring, staffing and scheduling of caregivers that meet the patient's needs. Responsible for ...",https://www.ziprecruiter.com/jobs/pacific-freight-inc-83782a50/class-a-cdl-driver-53bf3c5e?lvk=frxCrC63S0CR2u-eF1iq3A.--Lnq7KSZWV,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Business Service Manager,"San Clemente, CA",Morgan Stanley,"POSITION SUMMARY: The Business Service Manager will work closely with the Complex Business Service Officer to supervise, manage and support all business and service functions within the Complex",https://www.ziprecruiter.com/jobs/targetcw-69111d9e/shipping-associate-4f7b2e8e?lvk=weDpu1JdDAldTGdW4Qqu4w.--LnqCPTcAN,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Customer Service,"San Diego, CA",Adecco,"How would you like to earn $17-$19 per hour for Customer Service work? If so, you're in luck because Adecco is currently hiring Customer Service Workers in Carlsbad, CA! This is a temporary ...",https://www.ziprecruiter.com/jobs/staffmark-b57698eb/packing-associate-part-time-e6f7c98f?lvk=20GcvsU-803UTTZBrsfIzQ.--LmhGoxeWR,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Order Management and Customer Operations Manager - Americas,"Carlsbad, CA",D&M,"Reporting to the Director of Commercial Operations, the Order Management & Customer Operations Manager will have full ownership of Sound United's Americas Order Management and New Customer Onboarding ...",https://www.ziprecruiter.com/jobs/easypay-finance-4225d2c8/customer-service-representative-4337b9ae?lvk=UC2VKB_C8ecyqNbyP8jiHA.--Lmg-qXoZs,Full-Time
https://www.ziprecruiter.com/zrs/9927a89e/img/candidate/business.svg,Customer Service Assistant,"Vista, CA",North County Transit District,"Description DEFINITION As customer service is the voice and face of NCTD, the Customer Service Assistant (CSA) must possess exemplary skills in communication and be able to assist all customers. The ...",https://click.appcast.io/track/61r8468?cs=iax&jg=2sdy&bid=rZ-ZBYiOhiPQiAeYFatKww==&glo_cid=7277fe55094593a84ec26f90209d6b83,Full-Time
